"U238Pb206","errU238Pb206","Pb207Pb206","errPb207Pb206"
48.5672656629432,0.589694823493725,0.06827,0.0012
58.24111822947,0.64448529199763,0.06465,0.00071
48.9236790606654,0.598381593207747,0.05152,0.00096
45.9770114942529,0.549610252345092,0.04701,0.00083
47.8011472275335,0.571237419067082,0.04896,0.00091
47.5285171102662,0.609919183449233,0.05734,0.00127
46.3606861381548,0.558821436992131,0.04862,0.00091
45.10599909788,0.590019834839207,0.04871,0.00122
44.8430493273543,0.542942749703392,0.04708,0.00094
44.7227191413238,0.580035266144182,0.05441,0.00121
49.0436488474743,0.673478257836822,0.04798,0.00136
46.339202965709,0.601250084819208,0.06219,0.0014
47.1253534401508,0.577407723583374,0.04899,0.00102
46.8603561387066,0.592891103910534,0.04903,0.00103
8.49617672047579,0.0967279252798433,0.06446,0.00081
8.6475268073331,0.103943810638127,0.0655,0.00104
7.13317640345246,0.0844644613005997,0.06671,0.00098
7.98977309044423,0.0970314405359159,0.0637,0.00105
7.23013520352831,0.0862535108511439,0.06677,0.00101
6.80642526545059,0.0759769768264291,0.07211,0.00089
23.0255583697905,0.280993459267533,0.0514,0.001
38.0228136882129,0.448177651838251,0.04896,0.00083
20.5423171733772,0.244752341013943,0.05098,0.00091
3.40854863998909,0.0376429804129956,0.10841,0.00123
4.4499822000712,0.0491098071207573,0.08887,0.00102
18.896447467876,0.257094523372463,0.05063,0.00135
13.412017167382,0.154698695868408,0.06787,0.001
14.9409831166891,0.171889391899755,0.05384,0.00083
3.38822253845633,0.0373101689028361,0.10128,0.00114
12.9148908691722,0.145111133361485,0.05851,0.00076
23.2450023245002,0.275568367863671,0.05358,0.00092
13.7684152554041,0.172508025367172,0.06203,0.00121
6.31791761435431,0.0718489493671832,0.07093,0.00093
8.80436696601514,0.0984464346437686,0.08389,0.00103
2.71547276380818,0.0310436657134428,0.12119,0.00147
4.60214459938331,0.0531611346332188,0.09073,0.0012
23.5238767348859,0.403962126945818,0.06225,0.00231
22.6551880380607,0.282291649771939,0.05948,0.00115
4.94046736821303,0.0558948187995052,0.08335,0.00105
6.99154023631406,0.0796770648478775,0.06849,0.00092
11.7785630153121,0.148445964975076,0.05716,0.00114
36.0750360750361,0.416450632900849,0.06496,0.00091
14.5815106445028,0.174348771194113,0.05475,0.00097
4.53391367428364,0.0507742418184648,0.11265,0.00133
15.5400155400155,0.173874299748426,0.06125,0.00077
13.7589433131536,0.170377668985116,0.05929,0.00114
13.7494843943352,0.158800589732457,0.07518,0.00108
3.14722729275508,0.0349647899018866,0.11477,0.00132
25.6607646907878,0.289728931587032,0.15785,0.00196
22.0896841175171,0.351326983976415,0.05516,0.00198
23.2396002788752,0.307845042039481,0.04935,0.00128
6.77920141007389,0.0790470234243583,0.08622,0.0012
12.8188693757211,0.152820773226773,0.05675,0.00096
